,X1,X2,S
0,0.21455642607596515,0.9323373114014116,F
1,0.9199832987280941,0.783771077090958,M
2,0.4331223706352232,0.8242371699647286,M
3,0.7301859728933381,0.7181924149191492,F
4,0.3241008801787211,0.38399899263956105,M
5,0.5372091208272977,0.73085396554697,M
6,0.11326866095163213,0.7601155978959134,F
7,0.6160701950632552,0.4533358436081637,M
8,0.5032882393342389,0.029523129315224272,M
9,0.20161446613572054,0.4381224803796988,F
10,0.7007438941885356,0.8523059573805997,M
11,0.3330859340460619,0.47956127487199773,M
12,0.7030742626456112,0.6654336415231332,M
13,0.6504579554632149,0.13574566046449377,M
14,0.990774137124244,0.1855065095488435,M
15,0.6092681973844345,0.5361964689755381,M
16,0.43117502022355114,0.6884277212545135,F
17,0.6547425163370582,0.5214363610548637,M
18,0.6291796604753294,0.8849362277248985,F
19,0.6714396675660214,0.7018906176209476,M
20,0.8280344768275465,0.11504805333107815,M
21,0.4904323854925071,0.1388404786543529,M
22,0.5634861562611929,0.7516351564297957,M
23,0.9261498734483629,0.4293732110800377,M
24,0.6061142336467826,0.2295071383812215,M
25,0.5884389647002374,0.9216547858580157,M
26,0.1492629318742723,0.1695682958715079,M
27,0.7856467866905751,0.9976412199639675,M
28,0.9855310629103511,0.8388743685626269,F
29,0.5537736790390173,0.5908324321550353,M
30,0.5763246838083363,0.08453695265561201,M
31,0.3779139455731332,0.07690904408908217,M
32,0.3267690217500848,0.1766872436675827,F
33,0.7191067431763222,0.3821004276480764,M
34,0.7111910966065188,0.783789587953164,M
35,0.518171341216632,0.34184952792692147,M
36,0.39013411894540073,0.7526820888034462,M
37,0.35252122887804427,0.9003821408366534,M
38,0.349420472839026,0.3371358366438112,F
39,0.4562351505247745,0.35520245683289886,M
40,0.2013709109142371,0.6651220173774853,F
41,0.7692283124024507,0.9843749938344037,F
42,0.6777269595529472,0.35630778189451906,M
43,0.2427065525539167,0.4868791972080875,M
44,0.07747964747975333,0.720259913683422,M
45,0.24596238696991246,0.4495524897981631,M
46,0.4649874073209447,0.09014835687573586,M
47,0.8468325845670981,0.12685038973815943,M
48,0.14728713253067693,0.43616492723533173,M
49,0.10376030873028375,0.872642792732774,M
50,0.28346660051566075,0.9994501500089981,F
51,0.9937978218862291,0.17439661621282077,M
52,0.5467366429775812,0.6534406324824563,M
53,0.10359251419373305,0.08807896569577123,M
54,0.5754414871984673,0.3374933174703657,M
55,0.04363645910577829,0.9277784550582524,M
56,0.8562192237460874,0.3097131989292592,F
57,0.07030779024618306,0.6615840533199613,M
58,0.29651754568942945,0.18152008255072782,M
59,0.7131695276105403,0.7091898716130544,F
60,0.6756775764217736,0.4902970065092038,M
61,0.055689264939418504,0.6766195570677612,M
62,0.5668445786808542,0.4045191170277399,M
63,0.9421980359334364,0.5336263782825433,M
64,0.21874224426540823,0.21080226654942313,M
65,0.12286058073429129,0.12246159287770819,M
66,0.4276204656951995,0.718994202881692,M
67,0.5714991993371414,0.5786291810286014,M
68,0.6459766129112076,0.1713106628371065,F
69,0.6078473481326377,0.8661784847051325,M
70,0.3686386898125511,0.7012560327635965,F
71,0.650409134490559,0.6482495943942342,F
72,0.06623658679395383,0.1596623721201551,M
73,0.2474750629433008,0.013685202856450918,M
74,0.8880324631247657,0.7825868814135581,M
75,0.4650274230600214,0.9547271086699126,F
76,0.04268490635772937,0.9620497759445249,M
77,0.6915230782349882,0.9817559758225607,M
78,0.9447222264516075,0.5565292096832698,M
79,0.0835435760255927,0.3433058498216657,M
80,0.4712318242893736,0.3596781497963589,M
81,0.11025025426534008,0.405782464819366,M
82,0.12601568026933052,0.5417977339883581,F
83,0.6920254625372518,0.5035912463003849,F
84,0.5862498547155309,0.19325855558692884,F
85,0.839712309468309,0.7000738101379488,M
86,0.0646926107386806,0.09921593811231544,M
87,0.7848878423787005,0.2814208983959775,M
88,0.4683061051629921,0.016392688807244205,M
89,0.5206479697916325,0.3914603196606318,M
90,0.17961700191947583,0.6451114533693912,M
91,0.8214022494076397,0.8477632758935976,M
92,0.753317018951487,0.2550126980989824,F
93,0.9394651886833554,0.9099236482326297,M
94,0.9723226890413044,0.49284533529739794,M
95,0.06005211356341966,0.7729393729806666,F
96,0.6201923541720454,0.8641221204457575,M
97,0.5534625584186963,0.3038034424337531,M
98,0.07931038729422157,0.5886784834790568,M
99,0.9202379132628176,0.9009289057416905,M
100,0.8041241833396485,0.1861684345442629,M
101,0.026519629707234094,0.6090695883932644,M
102,0.1590679869384397,0.1812676429333938,M
103,0.29801555058134044,0.5606190700140838,M
104,0.06958969075589572,0.9938869043327785,M
105,0.5540883370350607,0.8082171388758932,M
106,0.10624179598674433,0.44465138371532675,M
107,0.9055237932434573,0.2464307121944359,M
108,0.59275254506807,0.34330671929714063,M
109,0.34248051235298893,0.6515618945956144,M
110,0.00935485444670281,0.10214548926677158,M
111,0.7289462380538652,0.6482051677971403,M
112,0.8395431607696676,0.5570595689987118,F
113,0.3938472135182507,0.5512166501079953,M
114,0.49820826501273985,0.8879706293903437,M
115,0.2811437277345743,0.18392463502358236,M
116,0.6436421685276066,0.08005420342223801,F
117,0.7874071972582554,0.958419686453118,M
118,0.8901136766819014,0.27675873850903265,M
119,0.0401297916941884,0.1679581936415231,M
120,0.8975456485499195,0.3137051801889502,F
121,0.668012453031921,0.46996081134566936,M
122,0.3529017886620185,0.6847888340434178,M
123,0.8262451091924886,0.49459754208207074,M
124,0.990662789829405,0.308543397933585,M
125,0.43448039022866425,0.19560348822538076,M
126,0.1432257448500317,0.5548773478421948,M
127,0.7473361919115901,0.7145605902666871,M
128,0.798634502610514,0.631153294175523,F
129,0.7981502453518731,0.9895487763091109,M
130,0.9911301067343913,0.8766166537016288,M
131,0.6890146140827691,0.663838465594271,M
132,0.5604142657951746,0.968134072453496,F
133,0.08877601892965026,0.7910014296177356,M
134,0.4089670238385862,0.5443323547240803,M
135,0.12029574831216705,0.6589198369538212,M
136,0.8358232184956605,0.9558583847825078,M
137,0.2886834274960133,0.42897440843282986,M
138,0.459940351578784,0.761992914837523,M
139,0.058146727331553905,0.3142504712617292,M
140,0.9044162858206832,0.851901089188792,M
141,0.2589277021321259,0.0475216547375068,M
142,0.9795886710865828,0.44872655409276496,F
143,0.16202016415463794,0.8679129391080049,M
144,0.7134858409326313,0.3433435851419081,F
145,0.6759142568176176,0.008349665946361995,M
146,0.47054327033412013,0.7293649697173828,M
147,0.5090440660609228,0.2909342242425932,M
148,0.06499865043129471,0.5966702329610206,M
149,0.4723268906903467,0.9697897134500634,M
150,0.24085428455092217,0.5242818387965023,M
151,0.8954825074459838,0.8528796103885641,F
152,0.4035465115257596,0.7167148093861487,M
153,0.054256854942069666,0.7546341943506234,M
154,0.23365937213376586,0.47819442990063366,M
155,0.1038269866299305,0.10956569888267287,M
156,0.08951245556704479,0.20646134377763092,M
157,0.4465205084792295,0.8033789962987055,M
158,0.5517558308873786,0.014058669165768367,M
159,0.16593669641499964,0.07142610653211279,M
160,0.7446557723666606,0.9189669190643219,M
161,0.4405536847669702,0.286019978201294,M
162,0.2548870734401204,0.4944616391721054,M
163,0.038472858592140335,0.09322294912435003,M
164,0.23086665060368317,0.2813321540175725,F
165,0.5471062095972735,0.0056147005271383055,M
166,0.9936303718653781,0.2369425260086384,M
167,0.3097995816148079,0.42086772030125597,M
168,0.38792856287005784,0.6353173689489466,M
169,0.4510565242463541,0.9052517274528139,M
170,0.8504851201762109,0.7406009961137968,M
171,0.6457195320938771,0.747786356061401,M
172,0.43566586655970974,0.5682196383515163,M
173,0.8938833123316648,0.8635086017656215,M
174,0.3901406354035075,0.9904503516099779,M
175,0.48297671684282606,0.9111827924070269,M
176,0.8067659025393943,0.6524888028278262,M
177,0.10759663167898215,0.9701157665686503,M
178,0.6379601220757632,0.08880660527513906,M
179,0.8722321587237061,0.9198629281150099,F
180,0.6578246027150382,0.464361944050789,M
181,0.22581844357203773,0.3567128833820311,M
182,0.1349655574698343,0.42644166155128527,F
183,0.0422104072372691,0.2075340440902047,F
184,0.5314357923551835,0.13186144016731682,F
185,0.1449921954966763,0.02668937192551435,M
186,0.5107328183483505,0.9704238115057842,F
187,0.5727124685644821,0.7714042998734508,M
188,0.9156793453333493,0.07158051546817712,F
189,0.07923134488141192,0.06597478418896618,M
190,0.87129325872619,0.12689583964631868,F
191,0.03121498550545676,0.5792864619061893,M
192,0.5511253059412852,0.33486377536839773,M
193,0.2752240505977298,0.19875921181962364,M
194,0.8074978758404117,0.0005485571529509903,M
195,0.6506798293393623,0.8248810816454955,M
196,0.3215427522474481,0.5359645971490093,M
197,0.09881511723661318,0.7243291760748699,F
198,0.3437217879140043,0.31854957247209814,M
199,0.8221247719427192,0.6404136904859626,F
200,0.29786711020073053,0.08723829548158424,M
201,0.09860439244082819,0.32012046353243206,M
202,0.5832545152661304,0.42553078705691394,M
203,0.002147915819153412,0.7733622641863415,F
204,0.8169087458297798,0.888060167907424,M
205,0.7400610092657964,0.45730320361963117,F
206,0.4518402095489985,0.8633853698244365,M
207,0.4003034005437761,0.7223793537333247,M
208,0.11114641744064246,0.27638243523177797,M
209,0.7399049985946534,0.4552155320121861,M
210,0.10011784625614784,0.24603236665621875,M
211,0.20877706433091792,0.604644150948815,M
212,0.05855581049002223,0.779328553698691,M
213,0.26132136494554403,0.4937052930196786,M
214,0.22295501125360817,0.25832668043893636,M
215,0.1967765701037072,0.1994667433365388,M
216,0.5826498129149168,0.13201728802171575,M
217,0.37618484745251657,0.7176311169265652,M
218,0.5472777248360811,0.2747878553089944,M
219,0.714553878567439,0.9114256248835647,M
220,0.26746292126856797,0.8549952517744629,M
221,0.7946189469905662,0.8867267061340375,M
222,0.6185430061143188,0.41220045385430104,M
223,0.15682517531291118,0.6934499608646097,F
224,0.1868739925000663,0.3998603646276231,M
225,0.68499137603012,0.2929374936901985,M
226,0.15398819605731873,0.9969591169034846,F
227,0.4927132762623875,0.63614831619498,M
228,0.6768222157013397,0.21490327970321232,M
229,0.6930047892991529,0.7736548363465536,M
230,0.36156234681511457,0.34154509622424545,M
231,0.9572216551084882,0.8187552756091104,M
232,0.9799442570900437,0.9030209489541022,M
233,0.815627318189688,0.046962183015594294,M
234,0.5970047192042225,0.054118190078900064,F
235,0.7755601628167408,0.18394639287417924,M
236,0.7588296193529824,0.991732965061694,M
237,0.3658049775824088,0.21723923046514781,M
238,0.5988871687466809,0.8411660647186098,M
239,0.4383720344707469,0.9993470894457762,M
240,0.022268245000389264,0.9495833369942206,M
241,0.3624813325534634,0.8938964130964473,M
242,0.83301069209067,0.3483049478656667,M
243,0.3421964566993473,0.828918161271809,M
244,0.5955085476681384,0.9849188903033816,F
245,0.8726112434134442,0.23260590251255353,F
246,0.4473179382662459,0.5811395124831508,M
247,0.8110105915510262,0.7866611214882633,M
248,0.7194003559590173,0.5835513668031435,F
249,0.9124775054033698,0.32010668080019256,M
250,0.3526197515954108,0.5081720665407414,M
251,0.4968784254800892,0.12608338687819087,M
252,0.5957392729518238,0.7233915748471638,M
253,0.9161446808051349,0.2967324684074013,M
254,0.0038729196952458356,0.8983023947628631,M
